Unnamed: 0,Ticker,Name,Last,SectorCode,IndCode,Price,MktCap,Vol3MAvg,Pr52W%Chg,Pr4W%Chg,Pr4WRel%ChgInd,Pr4WRel%Chg,Yield,PEExclXorPTM,PEG,PERelative,ProjPECurFY,ProjPENextFY,Pr2BookQ,Pr2NetFrCashFlTTM,Pr2SalesTTM
396,SHOO:USA 3M 1Y 3YSHOO:USA3M1Y3Y Customize...,Steven Madden Ltd,32.75,CYCLICALS,APPARELPRODUCTS,32.75,2615.71,16.66,-24.01,-6.0,1.66,0.06,2.56,175.62,,-0.85,10.9,9.87,3.12,36.82,1.26
397,SHOP:USA 3M 1Y 3YSHOP:USA3M1Y3Y Customize...,Shopify Inc,316.89,FINANCIAL,FINSPECIAL,316.89,39971.43,89.55,-78.59,-19.02,-6.04,-12.96,0.0,94.03,51.58,,318.42,154.73,4.08,158.98,8.27
398,SHW:USA 3M 1Y 3YSHW:USA3M1Y3Y Customize...,Sherwin-Williams Co (The),222.79,MATERIALS,CHEMSPECIAL,222.79,57947.68,36.68,-18.42,-14.1,-4.23,-8.04,1.08,35.44,1.81,45.43,23.63,20.14,26.23,39.37,2.89
399,SHYF:USA 3M 1Y 3YSHYF:USA3M1Y3Y Customize...,The Shyft Group Inc,18.86,INDUSTRIAL,TRANSPORTEQUIP,18.86,660.61,6.71,-47.68,-11.5,-1.25,-5.44,1.06,34.95,0.46,-0.45,17.07,6.8,2.91,32.49,0.66
400,SI:USA 3M 1Y 3YSI:USA3M1Y3Y Customize...,Silvergate Capital Corporation,58.01,FINANCIAL,BANKSUSA,58.01,1834.86,24.09,-40.75,-19.17,4.64,-13.11,0.0,48.14,,,13.68,7.78,1.18,27.25,8.91
401,SIG:USA 3M 1Y 3YSIG:USA3M1Y3Y Customize...,Signet Jewelers Ltd,58.8,CYCLICALS,APPARELRETAIL,58.8,2734.2,27.54,-22.11,4.57,-0.07,10.63,1.36,17.14,0.96,,4.71,4.76,2.28,3.79,0.36
402,SIGI:USA 3M 1Y 3YSIGI:USA3M1Y3Y Customize...,Selective Insurance Group Inc,77.85,FINANCIAL,INSURANCE,77.85,4697.12,5.54,1.09,1.96,1.28,8.02,1.44,13.6,,20.33,13.84,12.15,1.84,7.24,1.37
403,SILK:USA 3M 1Y 3YSILK:USA3M1Y3Y Customize...,Silk Road Medical Inc,34.52,HEALTHCARE,MEDDEVICESOTHER,34.52,1210.74,7.52,-32.51,21.04,-3.2,27.1,0.0,,,,,,17.86,,11.25
404,SIRI:USA 3M 1Y 3YSIRI:USA3M1Y3Y Customize...,Sirius XM Holdings Inc,5.85,CONSUMERSVCE,MEDIAPUB,5.85,23049.0,397.06,-7.44,-3.94,-6.02,2.12,1.5,753.09,2.41,-0.06,18.58,16.66,,54.49,2.67
405,SITC:USA 3M 1Y 3YSITC:USA3M1Y3Y Customize...,Site Centers Corp,13.02,FINANCIAL,REIT,13.02,2780.93,49.98,-13.77,-8.25,-1.94,-2.19,3.99,,,,74.78,63.18,1.48,12.0,5.24
406,SITE:USA 3M 1Y 3YSITE:USA3M1Y3Y Customize...,SiteOne Landscape Supply Inc,112.34,INDUSTRIAL,INDLDIST,112.34,5044.25,7.82,-34.08,-10.41,-1.9,-4.35,0.0,58.02,,-7.01,19.73,18.94,4.69,51.2,1.42
407,SIVB:USA 3M 1Y 3YSIVB:USA3M1Y3Y Customize...,SVB Financial Group,399.76,FINANCIAL,BANKSUSA,399.76,23521.94,12.39,-27.77,-8.21,4.64,-2.15,0.0,18.05,1.48,30.56,11.21,8.73,1.93,13.82,3.92
408,SIX:USA 3M 1Y 3YSIX:USA3M1Y3Y Customize...,Six Flags Entertainment Corp,21.98,CONSUMERSVCE,HOSPITALITY,21.98,1895.74,44.17,-50.35,-23.84,-0.05,-17.78,0.0,,,7.31,8.21,7.46,,7.96,1.22
409,SJM:USA 3M 1Y 3YSJM:USA3M1Y3Y Customize...,The J M Smucker Company,122.22,NONCYCLICAL,FOODDRINKMFR,122.22,13011.34,19.64,-6.79,-3.28,3.06,2.78,3.24,16.77,9.54,72.88,15.03,13.32,1.62,43.82,1.65
410,SKT:USA 3M 1Y 3YSKT:USA3M1Y3Y Customize...,Tanger Factory Outlet Centers Inc.,14.28,FINANCIAL,REIT,14.28,1491.82,24.45,-22.73,-14.95,-1.94,-8.89,5.6,,2.49,26.92,20.09,19.86,3.07,10.41,3.41
411,SKX:USA 3M 1Y 3YSKX:USA3M1Y3Y Customize...,Skechers U S A Inc,36.47,CYCLICALS,APPARELPRODUCTS,36.47,5680.86,27.56,-24.3,1.59,1.66,7.65,0.0,52.71,0.32,-0.65,12.44,9.89,1.71,,0.86
412,SKY:USA 3M 1Y 3YSKY:USA3M1Y3Y Customize...,Skyline Champion Corp,44.36,CYCLICALS,HOMEBUILDMANUF,44.36,2521.33,12.59,-13.91,-17.29,-10.22,-11.23,0.0,34.65,0.39,,8.79,9.46,3.06,13.18,1.14
413,SKYW:USA 3M 1Y 3YSKYW:USA3M1Y3Y Customize...,SkyWest Inc,21.1,INDUSTRIAL,PASSENGERTRANS,21.1,1066.01,11.14,-54.78,-18.78,-9.3,-12.72,0.0,,,25.79,24.75,12.17,0.47,,0.37
414,SLAB:USA 3M 1Y 3YSLAB:USA3M1Y3Y Customize...,Silicon Laboratories Inc,135.7,TECH,SEMIMFR,135.7,5048.58,8.73,-3.96,-2.61,-2.15,3.45,0.0,277.5,0.59,,36.9,31.47,2.67,,6.73
415,SLB:USA 3M 1Y 3YSLB:USA3M1Y3Y Customize...,Schlumberger Ltd,36.64,ENERGY,OILGASSUPPORT,36.64,51789.2,279.25,10.63,-10.31,-2.54,-4.25,1.91,,0.59,,19.63,13.9,3.42,22.71,2.22
416,SLG:USA 3M 1Y 3YSLG:USA3M1Y3Y Customize...,SL Green Realty Corp,49.05,FINANCIAL,REIT,49.05,3346.18,19.02,-40.52,-19.54,-1.94,-13.48,12.58,21.24,,0.02,173.6,92.17,0.76,4.21,4.31
417,SLGN:USA 3M 1Y 3YSLGN:USA3M1Y3Y Customize...,Silgan Holdings Inc,40.0,MATERIALS,PACKAGING,40.0,4432.0,11.4,-2.42,-5.79,0.97,0.27,1.6,14.77,1.06,23.71,10.16,9.53,2.72,27.1,0.76
418,SLM:USA 3M 1Y 3YSLM:USA3M1Y3Y Customize...,SLM Corp,15.6,FINANCIAL,FINSPECIAL,15.6,4228.9,58.33,-22.35,-9.41,-6.04,-3.35,2.82,6.04,0.33,21.29,5.36,5.03,2.44,,2.2
419,SLQT:USA 3M 1Y 3YSLQT:USA3M1Y3Y Customize...,SelectQuote Inc,2.56,FINANCIAL,INSURANCE,2.56,420.87,33.9,-87.04,-7.58,1.28,-1.52,0.0,24.14,,,,,0.85,,0.51
420,SM:USA 3M 1Y 3YSM:USA3M1Y3Y Customize...,SM Energy Co,39.71,ENERGY,FOSSILFUEL,39.71,4839.23,47.84,75.32,5.75,2.26,11.81,0.05,,0.22,,4.53,3.87,2.33,6.91,1.62
421,SMAR:USA 3M 1Y 3YSMAR:USA3M1Y3Y Customize...,Smartsheet Inc,28.27,TECH,SOFTW,28.27,3643.07,39.61,-60.35,-22.95,-1.68,-16.89,0.0,,,,,,7.55,,6.03
422,SMCI:USA 3M 1Y 3YSMCI:USA3M1Y3Y Customize...,Super Micro Computer Inc,43.12,TECH,COMPUTER,43.12,2236.64,8.9,23.45,-14.43,-4.15,-8.37,0.0,19.89,0.5,3.17,9.4,7.17,1.82,,0.5
423,SMG:USA 3M 1Y 3YSMG:USA3M1Y3Y Customize...,Scotts Miracle-Gro Co (The),76.69,MATERIALS,CHEMSPECIAL,76.69,4248.63,11.87,-60.6,-16.06,-4.23,-10.0,3.44,24.1,,-2.51,14.48,12.31,4.4,,0.94
424,SMP:USA 3M 1Y 3YSMP:USA3M1Y3Y Customize...,Standard Motor Products Inc.,41.5,CYCLICALS,VEHICLE,41.5,909.89,2.29,-8.0,5.36,-2.89,11.42,2.6,14.87,,1.26,8.9,8.31,1.52,,0.69
425,SMTC:USA 3M 1Y 3YSMTC:USA3M1Y3Y Customize...,Semtech Corp,54.72,TECH,SEMIMFR,54.72,3472.91,9.05,-14.74,-8.4,-2.15,-2.34,0.0,55.45,0.94,-7.62,16.07,14.51,4.81,18.41,4.57
426,SNA:USA 3M 1Y 3YSNA:USA3M1Y3Y Customize...,Snap-On Inc,195.73,INDUSTRIAL,MACHINE,195.73,10446.36,7.99,-11.25,-8.98,-0.2,-2.92,2.9,18.97,1.69,33.42,12.35,11.83,2.47,21.9,2.27
427,SNAP:USA 3M 1Y 3YSNAP:USA3M1Y3Y Customize...,SNAP INC,12.42,TECH,SOFTW,12.42,20276.43,873.65,-80.47,-46.47,-1.68,-40.41,0.0,,,,,,5.64,78.23,4.56
428,SNBR:USA 3M 1Y 3YSNBR:USA3M1Y3Y Customize...,Sleep Number Corp,33.72,NONCYCLICAL,PRODHOUSEIND,33.72,749.66,12.7,-67.24,-20.02,-2.9,-13.96,0.0,18.58,,9.09,6.77,6.07,,5.76,0.37
429,SNDR:USA 3M 1Y 3YSNDR:USA3M1Y3Y Customize...,Schneider National Inc,21.66,INDUSTRIAL,TRAINTRUCK,21.66,3853.75,21.06,0.88,-2.12,-2.27,3.94,1.48,19.91,3.83,7.51,8.11,9.29,1.54,,0.64
430,SNOW:USA 3M 1Y 3YSNOW:USA3M1Y3Y Customize...,Snowflake Inc,119.38,TECH,SOFTW,119.38,37291.54,152.59,-51.92,-18.69,-1.68,-12.63,0.0,,2.5,,780.49,287.66,6.88,394.62,26.56
431,SNPS:USA 3M 1Y 3YSNPS:USA3M1Y3Y Customize...,Synopsys Inc,296.18,TECH,SOFTW,296.18,45302.21,20.66,11.85,-1.44,-1.68,4.62,0.0,46.98,1.82,6.79,34.65,30.08,8.31,27.79,9.72
432,SNV:USA 3M 1Y 3YSNV:USA3M1Y3Y Customize...,Synovus Financial Corp.,35.57,FINANCIAL,BANKSUSA,35.57,5169.56,20.17,-20.25,-9.61,4.64,-3.55,3.82,15.02,1.58,12.83,7.73,6.88,1.22,12.89,2.47
433,SNX:USA 3M 1Y 3YSNX:USA3M1Y3Y Customize...,TD SYNNEX Corporation,90.54,TECH,TECHDISTRIB,90.54,8643.94,7.13,-24.25,-6.18,0.44,-0.12,1.33,12.59,0.75,66.32,7.87,7.19,1.08,,0.21
434,SON:USA 3M 1Y 3YSON:USA3M1Y3Y Customize...,Sonoco Products Co,52.14,MATERIALS,PACKAGING,52.14,5083.23,12.09,-20.77,-8.51,0.97,-2.45,3.76,34.83,1.4,,9.88,10.08,2.69,,0.86
435,SONO:USA 3M 1Y 3YSONO:USA3M1Y3Y Customize...,Sonos Inc,19.07,TECH,CONSUMERELECTRONICS,19.07,2478.34,72.34,-44.32,-10.68,0.0,-4.62,0.0,44.42,1.66,,16.75,13.28,3.96,22.67,1.48
436,SPB:USA 3M 1Y 3YSPB:USA3M1Y3Y Customize...,Spectrum Brands Holdings Inc,77.82,NONCYCLICAL,PRODHOUSEIND,77.82,3175.06,6.18,-5.86,-9.43,-2.9,-3.37,2.16,14.08,4.12,24.17,22.71,16.38,2.4,61.89,0.91
437,SPCE:USA 3M 1Y 3YSPCE:USA3M1Y3Y Customize...,Virgin Galactic Holdings Inc,6.25,INDUSTRIAL,AERODEF,6.25,1615.46,214.02,-82.65,-5.02,0.14,1.04,0.0,,,,,,2.15,,447.05
438,SPG:USA 3M 1Y 3YSPG:USA3M1Y3Y Customize...,Simon Property Group Inc.,95.69,FINANCIAL,REIT,95.69,31448.19,45.74,-27.23,-13.04,-1.94,-6.98,7.11,32.71,1.6,23.32,15.39,14.63,9.78,43.03,6.08
439,SPGI:USA 3M 1Y 3YSPGI:USA3M1Y3Y Customize...,S&P Global Inc,319.93,TECH,INTERNET,319.93,108744.2,53.95,-19.92,-3.66,-3.11,2.4,1.06,38.42,,21.68,25.66,21.51,2.23,38.84,10.2
440,SPLK:USA 3M 1Y 3YSPLK:USA3M1Y3Y Customize...,Splunk Inc,88.7,TECH,SOFTW,88.7,14275.08,43.86,-29.32,-8.44,-1.68,-2.38,0.0,,23.72,,491.65,91.91,,79.45,5.0
441,SPOT:USA 3M 1Y 3YSPOT:USA3M1Y3Y Customize...,Spotify Technology S.A,99.27,TECH,INTERNET,99.27,19023.86,50.62,-59.58,-6.15,-3.11,-0.09,0.0,,,,,551.73,8.19,63.69,1.66
442,SPR:USA 3M 1Y 3YSPR:USA3M1Y3Y Customize...,Spirit Aerosystems Holdings Inc,28.56,INDUSTRIAL,AERODEF,28.56,2999.82,42.22,-43.16,-7.87,0.14,-1.81,0.14,,,,,13.11,7.81,,0.71
443,SPSC:USA 3M 1Y 3YSPSC:USA3M1Y3Y Customize...,SPS Commerce Inc,100.61,TECH,SOFTW,100.61,3634.09,3.24,0.22,0.54,-1.68,6.6,0.0,80.66,1.9,2.48,47.91,40.96,7.57,51.4,9.29
444,SPTN:USA 3M 1Y 3YSPTN:USA3M1Y3Y Customize...,SpartanNash Co,29.37,NONCYCLICAL,FOODDRINKRETAIL,29.37,1061.43,8.59,49.39,-10.7,-0.8,-4.64,2.86,8.87,1.02,6.63,12.94,11.75,1.32,12.15,0.12
445,SPWH:USA 3M 1Y 3YSPWH:USA3M1Y3Y Customize...,Sportsmans Warehouse Holdings Inc,9.73,CYCLICALS,ELECTRONICSENTRETAIL,9.73,429.3,16.98,-45.03,8.11,0.06,14.17,0.0,7.74,,1.82,7.84,6.54,1.36,,0.29
446,SPWR:USA 3M 1Y 3YSPWR:USA3M1Y3Y Customize...,SunPower Corp,17.93,INDUSTRIAL,FACIL,17.93,3117.06,64.43,-29.44,7.49,-1.28,13.55,0.0,10.54,,,61.31,27.2,8.67,,2.27
447,SPXC:USA 3M 1Y 3YSPXC:USA3M1Y3Y Customize...,SPX Corp,51.86,INDUSTRIAL,MACHINE,51.86,2370.86,4.59,-11.14,10.22,-0.2,16.28,0.0,27.34,1.18,53.64,18.71,16.17,2.16,50.08,1.94
448,SQ:USA 3M 1Y 3YSQ:USA3M1Y3Y Customize...,Block Inc,58.51,FINANCIAL,FINSPECIAL,58.51,33906.32,404.99,-74.98,-32.86,-6.04,-26.8,0.0,304.06,3.86,,65.81,35.37,1.82,22.73,1.91
449,SRC:USA 3M 1Y 3YSRC:USA3M1Y3Y Customize...,Spirit Realty Capital Inc,36.92,FINANCIAL,REIT,36.92,4958.6,17.59,-24.03,-9.22,-1.94,-3.16,6.91,160.12,9.57,0.17,24.17,24.4,1.16,75.76,7.42
450,SRCL:USA 3M 1Y 3YSRCL:USA3M1Y3Y Customize...,Stericycle Inc,42.36,HEALTHCARE,HCARESUPPORT,42.36,3901.36,10.74,-40.99,-11.06,0.07,-5.0,0.0,,1.91,,20.73,17.02,1.64,54.13,1.47
451,SRG:USA 3M 1Y 3YSRG:USA3M1Y3Y Customize...,Seritage Growth Properties,5.24,FINANCIAL,REIT,5.24,228.86,12.14,-72.11,-32.39,-1.94,-26.33,0.0,,,,,,0.36,,1.97
452,SSB:USA 3M 1Y 3YSSB:USA3M1Y3Y Customize...,SouthState Corporation,74.56,FINANCIAL,BANKSUSA,74.56,5648.74,7.55,-11.21,-0.51,4.64,5.55,2.63,33.73,,4.92,12.0,9.92,1.04,,3.76
453,SSD:USA 3M 1Y 3YSSD:USA3M1Y3Y Customize...,Simpson Manufacturing Co. Inc.,88.72,MATERIALS,MATCONSTR,88.72,3829.07,3.85,-19.26,-12.57,-0.97,-6.51,1.17,25.78,0.92,-11.54,12.67,11.99,3.12,48.85,2.24
454,SSNC:USA 3M 1Y 3YSSNC:USA3M1Y3Y Customize...,SS&C Technologies Holdings Inc,56.11,FINANCIAL,FINSOFTW,56.11,14296.83,30.16,-22.97,-6.48,-2.44,-0.42,1.43,27.95,,-1.92,11.0,10.19,2.43,13.62,2.94
455,SSP:USA 3M 1Y 3YSSP:USA3M1Y3Y Customize...,Scripps (E.W.) Co (The),12.5,CONSUMERSVCE,MEDIAPUB,12.5,1041.13,6.78,-36.71,-21.28,-6.02,-15.22,0.0,18.56,0.05,,4.07,7.22,0.73,10.78,0.5
456,SSTK:USA 3M 1Y 3YSSTK:USA3M1Y3Y Customize...,Shutterstock Inc,52.37,TECH,INTERNET,52.37,1892.55,7.73,-44.89,-12.07,-3.11,-6.01,1.83,34.16,1.92,-4.13,14.26,12.88,4.38,14.86,2.47
457,SSYS:USA 3M 1Y 3YSSYS:USA3M1Y3Y Customize...,Stratasys Ltd,17.94,INDUSTRIAL,MACHINE,17.94,1191.36,15.27,-19.26,-4.17,-0.2,1.89,0.0,,2.84,,114.82,46.6,1.25,,1.85
458,ST:USA 3M 1Y 3YST:USA3M1Y3Y Customize...,Sensata Technologies Holding Plc,41.28,CYCLICALS,VEHICLE,41.28,6481.25,29.78,-28.01,-7.15,-2.89,-1.09,1.07,44.56,0.92,9.92,10.71,9.21,2.13,19.81,1.7
459,STAG:USA 3M 1Y 3YSTAG:USA3M1Y3Y Customize...,STAG Industrial Inc,30.34,FINANCIAL,REIT,30.34,5437.27,27.35,-22.24,-5.92,-1.94,0.14,4.81,33.55,,-0.15,39.8,45.23,1.59,,9.2
460,STAR:USA 3M 1Y 3YSTAR:USA3M1Y3Y Customize...,iStar Inc,13.8,FINANCIAL,REIT,13.8,953.52,21.24,-25.57,-13.26,-1.94,-7.2,3.62,,,,2.34,,0.66,,2.51
461,STC:USA 3M 1Y 3YSTC:USA3M1Y3Y Customize...,Stewart Information Services Corp,47.24,FINANCIAL,INSURANCE,47.24,1276.19,3.99,-15.73,-16.52,1.28,-10.46,3.18,7.73,,-1.94,5.56,5.83,0.99,4.42,0.37
462,STE:USA 3M 1Y 3YSTE:USA3M1Y3Y Customize...,Steris Plc,192.78,HEALTHCARE,HCAREMISC,192.78,19290.92,9.96,-4.26,-13.71,-2.71,-7.65,0.89,41.26,,77.79,22.16,19.64,2.97,89.71,4.24
463,STEP:USA 3M 1Y 3YSTEP:USA3M1Y3Y Customize...,StepStone Group Inc,26.1,FINANCIAL,INVESTSVCE,26.1,1595.79,6.52,-22.83,2.68,5.55,8.73,3.07,,,,18.02,15.0,1.95,7.93,1.15
464,STLD:USA 3M 1Y 3YSTLD:USA3M1Y3Y Customize...,Steel Dynamics Inc,71.86,MATERIALS,METAL,71.86,13599.3,47.45,19.69,-5.14,-3.1,0.92,1.89,14.48,,1.05,3.54,6.73,1.99,8.2,0.68
465,STNE:USA 3M 1Y 3YSTNE:USA3M1Y3Y Customize...,StoneCo Ltd,8.1,FINANCIAL,FINSPECIAL,8.1,2526.25,187.37,-88.3,-13.37,-6.04,-7.31,0.0,120.85,0.19,,27.35,12.28,0.9,4.16,4.16
466,STNG:USA 3M 1Y 3YSTNG:USA3M1Y3Y Customize...,Scorpio Tankers Inc,34.09,ENERGY,OILGASSUPPORT,34.09,2024.98,28.2,56.38,17.11,-2.54,23.17,1.17,,,,7.16,9.22,1.08,147.87,3.25
467,STOR:USA 3M 1Y 3YSTOR:USA3M1Y3Y Customize...,STORE Capital Corp,25.52,FINANCIAL,REIT,25.52,7135.29,61.73,-27.0,-2.0,-1.94,4.06,6.03,42.85,,27.15,22.89,22.68,1.33,35.2,8.61
468,STRA:USA 3M 1Y 3YSTRA:USA3M1Y3Y Customize...,Strategic Education Inc,60.35,NONCYCLICAL,HOUSESVCE,60.35,1506.55,2.69,-25.5,-4.87,3.09,1.19,3.98,29.08,,15.11,20.67,17.11,0.84,27.67,1.32
469,STT:USA 3M 1Y 3YSTT:USA3M1Y3Y Customize...,State Street Corporation,61.75,FINANCIAL,INVESTSVCE,61.75,22669.34,59.71,-24.34,-6.38,5.55,-0.32,3.69,13.71,0.76,-5.92,7.97,6.46,0.95,3.05,2.03
470,STWD:USA 3M 1Y 3YSTWD:USA3M1Y3Y Customize...,Starwood Property Trust Inc,20.42,FINANCIAL,REIT,20.42,6267.15,50.32,-22.06,-10.67,-1.94,-4.61,9.4,14.19,1.91,22.04,9.06,8.95,1.02,,5.29
471,STX:USA 3M 1Y 3YSTX:USA3M1Y3Y Customize...,Seagate Technology Holdings plc,72.69,TECH,COMPUTER,72.69,15669.45,39.01,-14.79,-11.9,-4.15,-5.84,3.85,23.19,0.72,9.57,8.56,7.81,38.33,17.73,1.34
472,STZ:USA 3M 1Y 3YSTZ:USA3M1Y3Y Customize...,Constellation Brands Inc,227.7,NONCYCLICAL,FOODDRINKMFR,227.7,42659.36,20.9,0.78,-3.04,3.06,3.02,1.41,26.45,2.24,,20.38,17.7,3.68,39.04,4.89
473,SUI:USA 3M 1Y 3YSUI:USA3M1Y3Y Customize...,Sun Communities Inc.,153.28,FINANCIAL,REIT,153.28,17812.23,13.97,-13.0,-0.55,-1.94,5.51,2.3,95.97,4.09,4.61,47.2,37.21,2.72,47.29,7.47
474,SUM:USA 3M 1Y 3YSUM:USA3M1Y3Y Customize...,Summit Materials Inc,23.93,MATERIALS,MATCONSTR,23.93,2824.74,16.85,-28.78,-10.27,-0.97,-4.21,0.0,23.28,,0.5,16.87,12.79,1.64,17.09,1.18
475,SUMO:USA 3M 1Y 3YSUMO:USA3M1Y3Y Customize...,Sumo Logic Inc,7.44,TECH,SOFTW,7.44,860.41,29.23,-66.14,-3.25,-1.68,2.81,0.0,,,,,,2.12,,3.33
476,SVC:USA 3M 1Y 3YSVC:USA3M1Y3Y Customize...,SERVICE PROPERTIES TRUST,5.05,FINANCIAL,REIT,5.05,833.71,35.39,-62.95,-17.89,-1.94,-11.83,0.79,,,,,,0.58,8.84,0.51
477,SWAV:USA 3M 1Y 3YSWAV:USA3M1Y3Y Customize...,ShockWave Medical Inc,158.18,HEALTHCARE,MEDDEVICESGEN,158.18,5650.88,13.39,-19.31,-1.27,-1.93,4.79,0.0,,0.66,,76.97,52.38,22.22,263.81,19.91
478,SWBI:USA 3M 1Y 3YSWBI:USA3M1Y3Y Customize...,Smith & Wesson Brands Inc,13.41,INDUSTRIAL,AERODEF,13.41,610.3,16.54,-51.55,-2.19,0.14,3.87,2.39,9.79,0.38,-0.04,3.27,6.01,1.94,3.19,0.63
479,SWCH:USA 3M 1Y 3YSWCH:USA3M1Y3Y Customize...,Switch Inc,33.02,TECH,INTERNET,33.02,4914.89,73.96,52.17,-0.99,-3.11,5.07,0.64,76.6,12.5,97.8,148.25,137.94,14.94,,8.09
480,SWI:USA 3M 1Y 3YSWI:USA3M1Y3Y Customize...,Solarwinds Corp,10.88,TECH,SOFTW,10.88,1745.77,11.29,-68.09,-4.23,-1.68,1.83,0.0,34.1,,,11.75,10.13,0.76,,2.16
481,SWK:USA 3M 1Y 3YSWK:USA3M1Y3Y Customize...,Stanley Black & Decker Inc,103.25,INDUSTRIAL,MACHINE,103.25,15584.33,46.52,-48.06,-11.03,-0.2,-4.97,3.06,21.05,1.97,-5.52,10.47,9.0,1.96,,1.0
482,SWKS:USA 3M 1Y 3YSWKS:USA3M1Y3Y Customize...,Skyworks Solutions Inc,90.16,TECH,SEMIMFR,90.16,14578.87,44.86,-47.44,-10.95,-2.15,-4.89,2.48,25.07,0.6,-0.93,8.09,7.35,2.86,22.32,2.81
483,SWM:USA 3M 1Y 3YSWM:USA3M1Y3Y Customize...,Schweitzer-Mauduit Intl Inc,24.2,MATERIALS,CHEMSPECIAL,24.2,767.28,5.41,-38.77,-9.74,-4.23,-3.68,7.27,17.98,,8.49,,,1.08,,0.49
484,SWN:USA 3M 1Y 3YSWN:USA3M1Y3Y Customize...,Southwestern Energy Co,6.72,ENERGY,FOSSILFUEL,6.72,7500.18,771.05,28.0,-2.89,2.26,3.17,0.0,,0.24,,4.67,3.57,,10.97,0.88
485,SXT:USA 3M 1Y 3YSXT:USA3M1Y3Y Customize...,Sensient Technologies Corp,73.03,MATERIALS,CHEMSPECIAL,73.03,3069.65,4.67,-17.29,-12.3,-4.23,-6.24,2.25,29.82,,25.94,21.25,19.27,3.2,,2.24
486,SYF:USA 3M 1Y 3YSYF:USA3M1Y3Y Customize...,Synchrony Financial,29.89,FINANCIAL,FINSPECIAL,29.89,15131.01,141.69,-37.73,-8.2,-6.04,-2.14,2.94,12.52,0.08,7.72,5.14,5.16,1.22,2.53,1.37
487,SYK:USA 3M 1Y 3YSYK:USA3M1Y3Y Customize...,Stryker Corp,194.09,HEALTHCARE,MEDDEVICESGEN,194.09,73404.84,29.84,-25.27,-15.8,-1.93,-9.74,1.43,71.33,2.08,34.24,20.13,17.98,4.94,50.22,4.26
488,SYNA:USA 3M 1Y 3YSYNA:USA3M1Y3Y Customize...,Synaptics Inc,116.04,TECH,SEMIMFR,116.04,4594.98,12.38,-20.48,-16.86,-2.15,-10.81,0.0,31.3,0.4,,8.66,8.53,4.08,12.4,2.97
489,SYNH:USA 3M 1Y 3YSYNH:USA3M1Y3Y Customize...,Syneos Health Inc,64.31,HEALTHCARE,HCAREOUTSOURCE,64.31,6595.5,13.52,-25.34,-7.83,1.4,-1.77,0.0,45.21,0.92,2.3,12.52,11.15,2.03,20.66,1.26
490,SYY:USA 3M 1Y 3YSYY:USA3M1Y3Y Customize...,Sysco Corporation,78.77,CONSUMERSVCE,HOSPITALITY,78.77,40067.69,48.56,1.82,-0.39,-0.05,5.67,2.49,,,18.87,24.44,18.29,30.53,,0.61
491,T:USA 3M 1Y 3YT:USA3M1Y3Y Customize...,AT&T Inc,19.38,TELECOM,TELECOMOTHER,19.38,138738.55,1033.86,-33.01,-4.11,-0.97,1.95,5.73,,2.34,1.37,7.59,7.61,0.87,26.9,0.9
492,TA:USA 3M 1Y 3YTA:USA3M1Y3Y Customize...,TravelCenters Of America Inc,32.69,CYCLICALS,RETAILOTHER,32.69,485.02,2.47,14.02,-2.62,1.0,3.44,0.0,499.39,,,7.1,8.08,0.65,24.25,0.06
493,TALO:USA 3M 1Y 3YTALO:USA3M1Y3Y Customize...,Talos Energy Inc,18.61,ENERGY,FOSSILFUEL,18.61,1535.98,28.76,2.59,-2.26,2.26,3.8,0.0,,,,4.46,3.8,2.2,8.7,1.1
494,TAP:USA 3M 1Y 3YTAP:USA3M1Y3Y Customize...,Molson Coors Beverage Company,50.37,NONCYCLICAL,FOODDRINKMFR,50.37,10930.29,30.08,-9.59,-0.81,3.06,5.25,3.02,,6.95,3.87,12.84,11.84,0.81,14.61,1.04
495,TBI:USA 3M 1Y 3YTBI:USA3M1Y3Y Customize...,TrueBlue Inc,16.23,BIZSVCE,PROSVCE,16.23,545.46,5.33,-43.11,-28.66,0.01,-22.6,0.0,64.66,0.47,1.52,6.78,6.65,1.2,335.12,0.25
496,TBK:USA 3M 1Y 3YTBK:USA3M1Y3Y Customize...,Triumph Bancorp Inc,63.13,FINANCIAL,BANKSUSA,63.13,1588.46,4.76,-16.51,-3.69,4.64,2.37,0.0,22.2,2.81,22.6,16.7,15.2,1.9,10.83,3.53
497,TCBI:USA 3M 1Y 3YTCBI:USA3M1Y3Y Customize...,Texas Capital Bancshares Inc,51.38,FINANCIAL,BANKSUSA,51.38,2605.5,11.12,-21.46,-0.02,4.64,6.04,0.0,23.34,1.87,14.46,16.08,11.9,0.95,7.67,2.69
498,TCS:USA 3M 1Y 3YTCS:USA3M1Y3Y Customize...,Container Store Group Inc (The),7.05,CYCLICALS,HOMEIMPROVE,7.05,349.93,10.67,-43.19,-10.65,-4.04,-4.59,0.0,11.24,,0.15,5.84,5.22,0.83,15.02,0.32
499,TDC:USA 3M 1Y 3YTDC:USA3M1Y3Y Customize...,Teradata Corporation,35.63,TECH,SOFTW,35.63,3730.46,21.49,-20.82,-0.89,-1.68,5.17,0.0,358.62,,3.5,22.19,17.31,16.33,8.11,2.01
